country,ICAO,IATA,city,name,latitude,longitude,timezone,city_en,name_en
US,KBDL,BDL,Windsor Locks,Bradley,41.938881,-72.683197,America/New_York,Windsor Locks,Windsor Locks Bradley
US,KBDR,BDR,Stratford,Igor I Sikorsky Memorial,41.163471,-73.126099,America/New_York,Stratford,Stratford Sikorsky Memorial
US,KBDU,WBU,Boulder,Boulder Municipal,40.039398,-105.225997,America/Denver, , 
US,KBEC,BEC,Wichita,Beech Factory,37.694499,-97.214996,America/Chicago, , 
US,KBED,BED,Bedford,Laurence G Hanscom Field,42.469952,-71.289001,America/New_York,Bedford,Bedford Hanscom Field
US,KBFD,BFD,Bradford,Bradford Regional,41.802223,-78.639442,America/New_York,Bradford,Bradford Regional
US,KBFF,BFF,Scottsbluff,Western Neb. Rgnl/William B. Heilig,41.87402,-103.595001,America/Denver,Scottsbluff,Scottsbluff Western Nebraska Regional
US,KBFI,BFI,西雅图,Boeing Field King County,47.5341,-122.305901,America/Los_Angeles,Seattle,Seattle Boeing Field
US,KBFL,BFL,Bakersfield,Meadows Field,35.433861,-119.056999,America/Los_Angeles,Bakersfield,Bakersfield Meadows Field
US,KBFM,BFM,Mobile,Mobile Downtown,30.62677,-88.068001,America/Chicago,Mobile,Mobile Downtown
US,KBGE,BGE,Bainbridge,Decatur County Industrial Air Park,30.9715,-84.637397,America/New_York, , 
US,KBGM,BGM,Binghamton,Greater Binghamton/Edwin A Link field,42.208611,-75.979698,America/New_York,Binghamton,Greater Binghamton
US,KBGR,BGR,Bangor,Bangor,44.807442,-68.828102,America/New_York,Bangor,Bangor
US,KBHB,BHB,Bar Harbor,Hancock County-Bar Harbor,44.449699,-68.361504,America/New_York,Bar Harbor,Hancock County Bar Harbor
US,KBHM,BHM,Birmingham,Birmingham-Shuttlesworth,33.563881,-86.752296,America/Chicago,Birmingham,Birmingham Shuttlesworth
US,KBID,BID,Block Island,Block Island State,41.168098,-71.577796,America/New_York, , 
US,KBIF,BIF,El Paso,Biggs Army Air Field (Fort Bliss),31.8495,-106.379997,America/Denver, , 
US,KBIL,BIL,Billings,Billings Logan,45.807659,-108.542,America/Denver,Billings,Billings Logan
US,KBIS,BIS,Bismarck,Bismarck Municipal,46.774479,-100.758209,America/Chicago,Bismarck,Bismarck Municipal
US,KBIX,BIX,Biloxi,Keesler Air Force Base,30.4104,-88.9244,America/Chicago, , 
US,KBJC,BJC,Broomfield-CO,Rocky Mountain Metropolitan,39.908798,-105.116996,America/Denver, , 
US,KBJI,BJI,Bemidji,Bemidji Regional,47.509998,-94.93,America/Chicago,Bemidji,Bemidji Regional
US,KBKD,BKD,Breckenridge,Stephens County,32.719001,-98.890998,America/Chicago, , 
US,KBKF,BFK,Buckley,Buckley Air Force Base,39.701698,-104.751998,America/Denver, , 
US,KBKL,BKL,Cleveland,Burke Lakefront,41.517501,-81.683296,America/New_York, , 
US,KBKW,BKW,Beckley,Raleigh County Memorial,37.779999,-81.120003,America/New_York,Beckley,Beckley Raleigh County Memorial
US,KBLF,BLF,Bluefield,Mercer County,37.295799,-81.207702,America/New_York, , 
US,KBLH,BLH,Blythe,Blythe,33.619201,-114.717002,America/Los_Angeles, , 
US,KBLI,BLI,Bellingham,Bellingham,48.79269,-122.537003,America/Los_Angeles,Bellingham,Bellingham
US,KBLM,BLM,Atlantic City,Atlantic City Monmouth Executive,40.186668,-74.124443, ,Atlantic City,Atlantic City Monmouth Executive
US,KBLV,BLV,Belleville,Scott AFB/Midamerica,38.5452,-89.835197,America/Chicago, , 
US,KBMC,BMC,Brigham City,Brigham City Regional,41.552399,-112.061996,America/Denver, , 
US,KBMG,BMG,Bloomington,Monroe County,39.139999,-86.610001,America/New_York,Bloomington,Bloomington Monroe County
US,KBMI,BMI,Bloomington,Central Illinois Regional  at Bloomington-Normal,40.477112,-88.915901,America/Chicago,Bloomington,Bloomington Central Illinois Regional
US,KBMT,BMT,Beaumont,Beaumont Municipal,30.070699,-94.215797,America/Chicago, , 
US,KBNA,BNA,Nashville,Nashville,36.12447,-86.678101,America/Chicago,Nashville,Nashville
US,KBNO,BNO,Burns,Burns Municipal,43.591899,-118.955001,America/Los_Angeles, , 
US,KBOI,BOI,Boise,Boise Air Terminal/Gowen Field,43.564362,-116.222,America/Denver,Boise,Boise
US,KBOS,BOS,波士顿,洛根,42.362968,-71.006401,America/New_York,Boston,Logan
US,KBOW,BOW,Bartow,Bartow Municipal,27.943399,-81.783401,America/New_York, , 
US,KBPT,BPT,Beaumont,Southeast Texas Regional,29.95083,-94.020599,America/Chicago,Beaumont,Beaumont Jack Brooks Regional
US,KBQK,BQK,Brunswick,Brunswick Golden Isles,31.258801,-81.4664,America/New_York,Brunswick,Brunswick Golden Isles
US,KBRD,BRD,Brainerd,Brainerd Lakes Regional,46.397221,-94.137497,America/Chicago,Brainerd,Brainerd Lakes Regional
US,KBRL,BRL,Burlington,Southeast Iowa Regional,40.78611,-91.123337,America/Chicago,Burlington,Burlington Southeast Iowa Regional
US,KBRO,BRO,Brownsville,Brownsville South Padre Island,25.90683,-97.425797,America/Chicago,Brownsville,Brownsville South Padre Island
US,KBTM,BTM,Butte,Bert Mooney,45.954799,-112.497001,America/Denver, , 
US,KBTR,BTR,Baton Rouge,Baton Rouge Metropolitan,30.5329,-91.149803,America/Chicago,Baton Rouge,Baton Rouge Metropolitan
US,KBTV,BTV,Burlington,Burlington,44.471859,-73.153198,America/New_York,Burlington,Burlington
US,KBUF,BUF,Buffalo,Buffalo Niagara,42.940521,-78.732101,America/New_York,Buffalo,Buffalo Niagara
US,KBUR,BUR,Burbank,Bob Hope,34.200661,-118.358002,America/Los_Angeles,Burbank,Burbank Bob Hope
US,KBUY,QQY,Burlington,Burlington Alamance Regional,36.048611,-79.474998, ,Burlington,Burlington Alamance Regional
US,KBVI,BFP,Beaver Falls,Beaver County,40.772499,-80.391403,America/New_York, , 
US,KBVX,BVX,Batesville,Batesville Regional,35.7262,-91.647301, ,Batesville,Batesville Regional
US,KBVY,BVY,Beverly,Beverly Municipal,42.584201,-70.916496,America/New_York, , 
US,KBWD,BWD,Brownwood,Brownwood Regional,31.794722,-98.956665, ,Brownwood,Brownwood Regional
US,KBWG,BWG,Bowling Green,Bowling Green Warren County Regional,36.9645,-86.4197,America/Chicago, , 
US,KBWI,BWI,Baltimore,Baltimore/WashingtonThurgood Marshall,39.175362,-76.668297,America/New_York,Baltimore,Baltimore Washington
US,KBXK,BXK,Buckeye,Buckeye Municipal,33.420398,-112.685997,America/Phoenix, , 
US,KBYH,BYH,Blytheville,Arkansas,35.964298,-89.944,America/Chicago, , 
US,KBYS,BYS,Fort Irwin,Bicycle Lake Army Air Field,35.280498,-116.629997,America/Los_Angeles, , 
US,KBZN,BZN,Bozeman,Gallatin Field,45.777458,-111.152,America/Denver,Bozeman,Bozeman Yellowstone
US,KCAE,CAE,哥伦比亚,哥伦比亚 Metropolitan,33.938831,-81.119499,America/New_York,Columbia,Columbia Metropolitan
US,KCAK,CAK,Akron,Akron Canton Regional,40.91608,-81.442101,America/New_York,Akron,Akron Canton
US,KCAR,CAR,Caribou,Caribou Municipal,46.871498,-68.017898,America/New_York, , 
US,KCBE,CBE,Cumberland,Greater Cumberland Regional,39.615398,-78.760902,America/New_York, , 
US,KCBM,CBM,Colombus,Columbus Air Force Base,33.643798,-88.443801,America/Chicago, , 
US,KCCR,CCR,Concord,Buchanull Field,37.988888,-122.055557,America/Los_Angeles,Concord,Concord Buchanull Field
US,KCDC,CDC,Cedar City,Cedar City Regional,37.701,-113.098999,America/Denver, , 
US,KCDN,CDN,Camden,Woodward Field,34.283599,-80.564903,America/New_York, , 
US,KCDR,CDR,Chadron,Chadron Municipal,42.834999,-103.097778,America/Denver,Chadron,Chadron Municipal
US,KCDS,CDS,Childress,Childress Municipal,34.433799,-100.288002,America/Chicago, , 
US,KCDW,CDW,Caldwell,Essex County,40.875198,-74.281402,America/New_York, , 
US,KCEC,CEC,Crescent City,Jack Mc Namara Field,41.7802,-124.236999,America/Los_Angeles, , 
US,KCEF,CEF,Chicopee Falls,Westover ARB/Metropolitan,42.194,-72.534797,America/New_York, , 
US,KCEU,CEU,Clemson,Oconee County Regional,34.671901,-82.886497,America/New_York, , 
US,KCEW,CEW,Crestview,Bob Sikes,30.778799,-86.522102,America/Chicago, , 
US,KCEZ,CEZ,Cortez,Cortez Municipal,37.302776,-108.62722,America/Denver,Cortez,Cortez Municipal
US,KCFD,CFD,Bryan,Coulter Field,30.7157,-96.331398,America/Chicago, , 
US,KCGF,CGF,Richmond Heights,Cuyahoga County,41.565182,-81.488052,America/New_York,Cleveland,Cleveland Cuyahoga County
US,KCGI,CGI,Cape Girardeau,Cape Girardeau Regional,37.225311,-89.570702,America/Chicago,Cape Girardeau,Cape Girardeau Regional
US,KCGX,CGX,芝加哥,Chicago Meigs,41.858798,-87.607902,America/Chicago, , 
US,KCGZ,CGZ,Casa Grande,Casa Grande Municipal,32.954899,-111.766998,America/Phoenix, , 
US,KCHA,CHA,Chattanooga,Lovell Field,35.035191,-85.203499,America/New_York,Chattanooga,Chattanooga Metropolitan
US,KCHO,CHO,Charlottesville VA,Charlottesville Albemarle,38.138638,-78.452858,America/New_York,Charlottesville,Charlottesville Albemarle
US,KCHS,CHS,Charleston,Charleston Air Force Base-International,32.898628,-80.040497,America/New_York,Charleston,Charleston
US,KCIC,CIC,Chico,Chico Municipal,39.795398,-121.858001,America/Los_Angeles, , 
US,KCID,CID,Cedar Rapids,The Eastern Iowa,41.884682,-91.710701,America/Chicago,Cedar Rapids,Cedar Rapids Eastern Iowa
US,KCIU,CIU,Sault Ste Marie,Chippewa County,46.25,-84.470001,America/New_York,Sault Sainte Marie,Sault Sainte Marie Chippewa County
US,KCKB,CKB,Clarksburg,North Central West Virginia,39.295555,-80.229446,America/New_York,Clarksburg,Clarksburg North Central West Virginia
US,KCKC,GRM,Grand Marais,Grand Marais Cook County,47.838298,-90.382896,America/Chicago, , 
US,KCKV,CKV,Clarksville,Clarksville-Montgomery County Regional,36.621898,-87.415,America/Chicago, , 
US,KCLE,CLE,Cleveland,Cleveland Hopkins,41.410252,-81.853897,America/New_York,Cleveland,Cleveland Hopkins
US,KCLL,CLL,College Station,Easterwood Field,30.588579,-96.3638,America/Chicago,College Station,College Station Easterwood
US,KCLM,CLM,Port Angeles,William R Fairchild,48.120201,-123.5,America/Los_Angeles, , 
US,KCLS,CLS,Chehalis,Chehalis Centralia,46.676998,-122.983001,America/Los_Angeles, , 
US,KCLT,CLT,夏洛特,Charlotte Douglas,35.214001,-80.9431,America/New_York,Charlotte,Charlotte Douglas
US,KCLW,CLW,Clearwater,Clearwater Air Park,27.976699,-82.758697,America/New_York, , 
US,KCMH,CMH,Columbus,John Glenn Columbus,39.997971,-82.8918,America/New_York,Columbus,Columbus John Glenn
US,KCMI,CMI,Champaign,University of Illinois Willard,40.039665,-88.269051,America/Chicago,Champaign,Champaign University of Illinois Willard
US,KCMX,CMX,Hancock,Houghton County Memorial,47.168411,-88.488998,America/New_York,Hancock,Hancock Houghton County Memorial
US,KCNM,CNM,Carlsbad,Cavern City Air Terminal,32.337471,-104.263,America/Denver,Carlsbad,Carlsbad Cavern City Air Terminal
US,KCNW,CNW,Waco,TSTC Waco,31.6378,-97.074096,America/Chicago, , 
US,KCNY,CNY,Moab,Canyonlands Field,38.759445,-109.746109,America/Denver,Moab,Moab Canyonlands Field
US,KCOD,COD,Cody,Yellowstone Regional,44.52,-109.019997,America/Denver,Cody,Cody Yellowstone Regional
US,KCOE,COE,Coeur d'Alene,Coeur D'Alene - Pappy Boyington Field,47.774299,-116.819999,America/Los_Angeles, , 
US,KCOF,COF,Coco Beach,Patrick Air Force Base,28.234899,-80.610099,America/New_York, , 
US,KCON,CON,Concord NH,Concord Municipal,43.202701,-71.502296,America/New_York, , 
US,KCOS,COS,Colorado Springs,City of Colorado Springs Municipal,38.805801,-104.699997,America/Denver,Colorado Springs,Colorado Springs
US,KCOT,COT,Cotulla,Cotulla-La Salle County,28.456699,-99.220298,America/Chicago, , 
US,KCOU,COU,哥伦比亚,哥伦比亚 Regional,38.818089,-92.219597,America/Chicago,Columbia,Columbia Regional
US,KCPR,CPR,Casper,Casper-Natrona County,42.908001,-106.463997,America/Denver,Casper,Casper Natrona County
US,KCQW,HCW,Cheraw,Cheraw Municipal /Lynch Bellinger Field,34.712898,-79.957,America/New_York, , 
US,KCRE,CRE,North Myrtle Beach,Grand Strand,33.811698,-78.723899,America/New_York, , 
US,KCRP,CRP,Corpus Christi,Corpus Christi,27.770361,-97.501198,America/Chicago,Corpus Christi,Corpus Christi
US,KCRQ,CLD,Carlsbad,Mc Clellan-Palomar,33.12825,-117.279999,America/Los_Angeles,San Diego,San Diego McClellan Palomar
US,KCRW,CRW,Charleston,Yeager,38.373138,-81.593102,America/New_York,Charleston,Charleston Yeager
US,KCSG,CSG,Columbus,Columbus Metropolitan,32.516331,-84.938797,America/New_York,Columbus,Columbus Metropolitan
US,KCSM,CSM,Clinton,Clinton Sherman,35.339801,-99.2005,America/Chicago, , 
US,KCTB,CTB,Cutbank,Cut Bank,48.608398,-112.375999,America/Denver, , 
US,KCTY,CTY,Cross City,Cross City,29.635499,-83.104797,America/New_York, , 
US,KCUH,CUH,Cushing,Cushing Municipal,35.949901,-96.773101,America/Chicago, , 
US,KCVG,CVG,Cincinnati,Cincinnati Northern Kentucky,39.048828,-84.667801,America/New_York,Cincinnati,Cincinnati Northern Kentucky
US,KCVN,CVN,Clovis,Clovis Municipal,34.427223,-103.078888,America/Denver,Clovis,Clovis Municipal
US,KCVO,CVO,Corvallis,Corvallis Municipal,44.4972,-123.29,America/Los_Angeles, , 
US,KCVS,CVS,Clovis,Cannon Air Force Base,34.382801,-103.321998,America/Denver, , 
US,KCWA,CWA,Wassau,Central Wisconsin,44.777611,-89.666702,America/Chicago,Wausau,Wausau Central Wisconsin
US,KCWI,CWI,Clinton,Clinton Municipal,41.8311,-90.329101,America/Chicago, , 
US,KCXL,CXL,Calexico,Calexico,32.669498,-115.513,America/Los_Angeles, , 
US,KCXO,CXO,Conroe,Conroe-North Houston Regional,30.351801,-95.414497,America/Chicago, , 
US,KCXY,HAR,Harrisburg,Capital City,40.217098,-76.851501,America/New_York, , 
US,KCYS,CYS,Cheyenne,Cheyenne Regional Jerry Olson Field,41.155628,-104.809998,America/Denver,Cheyenne,Cheyenne Regional
US,KDAB,DAB,Daytona Beach, ,29.185192,-81.060829,America/New_York,Daytona Beach, 
US,KDAL,DAL,Dallas,Dallas Love Field,32.847111,-96.8517,America/Chicago,Dallas,Dallas Love Field
US,KDAN,DAN,Danville,Danville Regional,36.572898,-79.336097,America/New_York, , 
US,KDAY,DAY,Dayton,James M Cox Dayton,39.90237,-84.219299,America/New_York,Dayton,Dayton
US,KDBN,DBN,都柏林,W H 'Bud' Barron,32.564399,-82.985298,America/New_York, , 
US,KDBQ,DBQ,Dubuque IA,Dubuque Regional,42.400002,-90.699997,America/Chicago,Dubuque,Dubuque Regional
US,KDCA,DCA,华盛顿,Ronald Reagan Washington National,38.852081,-77.037697,America/New_York,Washington,Washington Ronald Reagan National
US,KDDC,DDC,Dodge City,Dodge City Regional,37.763119,-99.965401,America/Chicago,Dodge City,Dodge City Regional
US,KDEC,DEC,Decatur,Decatur,39.830002,-88.860001,America/Chicago,Decatur,Decatur
US,KDEN,DEN,丹佛,Denver,39.858784,-104.673882,America/Denver,Denver,Denver
US,KDET,DET,Detroit,Coleman A. Young Municipal,42.409198,-83.009902,America/New_York, , 
US,KDFW,DFW,达拉斯,沃斯堡,32.89682,-97.037903,America/Chicago,Dallas,Dallas Fort Worth
US,KDGL,DGL,Douglas,Douglas Municipal,31.342599,-109.505996,America/Phoenix, , 
US,KDHN,DHN,Dothan,Dothan Regional,31.321329,-85.4496,America/Chicago,Dothan,Dothan Regional
US,KDHT,DHT,Dalhart,Dalhart Municipal,36.022598,-102.546997,America/Chicago, , 
US,KDIK,DIK,Dickinson,Dickinson Theodore Roosevelt Regional,46.797329,-102.801003,America/Denver,Dickinson,Dickinson Theodore Roosevelt Regional
US,KDKK,DKK,Dunkirk,Chautauqua County-Dunkirk,42.493301,-79.272003,America/New_York, , 
US,KDLF,DLF,Del Rio,DLF,29.359501,-100.778002,America/Chicago, , 
US,KDLH,DLH,Duluth,Duluth,46.842079,-92.193604,America/Chicago,Duluth,Duluth
US,KDLS,DLS,The Dalles,哥伦比亚 Gorge Regional the Dalles Municipal,45.618499,-121.166999,America/Los_Angeles, , 
US,KDMA,DMA,Tucson,Davis Monthan Air Force Base,32.1665,-110.883003,America/Phoenix, , 
US,KDNL,DNL,Augusta,Daniel Field,33.466499,-82.039398,America/New_York, , 
US,KDNN,DNN,Dalton,Dalton Municipal,34.7229,-84.870201,America/New_York, , 
US,KDNV,DNV,Danville,Vermilion Regional,40.199199,-87.595901,America/Chicago, , 
US,KDOV,DOV,Dover,Dover Air Force Base,39.129501,-75.466003,America/New_York, , 
US,KDPA,DPA,West Chicago,Dupage,41.90694,-88.248199,America/Chicago,Chicago,Chicago DuPage
US,KDRI,DRI,Deridder,Beauregard Regional,30.831699,-93.339897,America/Chicago, , 
US,KDRM,DRE,Drummond Island,Drummond Island,46.0093,-83.743896,America/New_York, , 
US,KDRO,DRO,Durango,Durango La Plata County,37.151508,-107.752998,America/Denver,Durango,Durango La Plata County
US,KDRT,DRT,Del Rio,Del Rio,29.374201,-100.927002,America/Chicago,Del Rio,Del Rio
US,KDSM,DSM,Des Moines,Des Moines,41.53397,-93.663002,America/Chicago,Des Moines,Des Moines
US,KDTA,DTA,Delta,Delta Municipal,39.380599,-112.508003,America/Denver, , 
US,KDTN,DTN,Shreveport,Shreveport Downtown,32.540199,-93.745002,America/Chicago, , 
US,KDTS,DSI,Destin,Destin Executive,30.399591,-86.470879,America/Chicago,Destin,Destin Fort Walton Beach
US,KDTW,DTW,Detroit,Detroit Metropolitan Wayne County,42.21244,-83.353302,America/New_York,Detroit,Detroit Metropolitan Wayne County
US,KDUC,DUC,Duncan,Halliburton Field,34.470901,-97.959899,America/Chicago, , 
US,KDUG,DUG,Douglas,Bisbee Douglas,31.468999,-109.603996,America/Phoenix, , 
US,KDUJ,DUJ,Du Bois,DuBois Regional,41.169998,-78.889999,America/New_York,DuBois,DuBois Regional
US,KDVL,DVL,Devils Lake,Devils Lake Regional,48.1142,-98.908798,America/Chicago, , 
US,KDVO,NOT,Novato,Marin County  - Gnoss Field,38.1436,-122.555999,America/Los_Angeles, , 
US,KDVT,DVT,菲尼克斯,Phoenix Deer Valley,33.688301,-112.083,America/Phoenix, , 
US,KDWH,DWH,休斯顿,David Wayne Hooks Memorial,30.0618,-95.552803,America/Chicago, , 
US,KDXR,DXR,Danbury,Danbury Municipal,41.371498,-73.4822,America/New_York, , 
US,KDYL,DYL,Doylestown,Doylestown,40.333,-75.122299,America/New_York, , 
US,KDYS,DYS,Abilene,Dyess Air Force Base,32.420799,-99.854598,America/Chicago, , 
US,KEAR,EAR,Kearney,Kearney Regional,40.728333,-98.998886, ,Kearney,Kearney Regional
US,KEAT,EAT,Wenatchee,Pangborn Memorial,47.399723,-120.207779,America/Los_Angeles,Wenatchee,Wenatchee Pangborn Memorial
US,KEAU,EAU,Eau Claire,Chippewa Valley Regional,44.860001,-91.480003,America/Chicago,Eau Claire,Eau Claire Chippewa Valley Regional
US,KECG,ECG,Elizabeth City,Elizabeth City Regional  & Coast Guard Air Station,36.260601,-76.174598,America/New_York, , 
US,KECP,ECP,Panama City,Northwest Florida Beaches,30.35,-85.790001,America/Chicago,Panama City,Panama City
US,KEDW,EDW,Edwards Afb,Edwards Air Force Base,34.905399,-117.884003,America/Los_Angeles, , 
US,KEEN,EEN,Keene,Dillant Hopkins,42.898399,-72.270797,America/New_York, , 
US,KEFD,EFD,休斯顿,Ellington,29.607299,-95.158798,America/Chicago, , 
US,KEGE,EGE,Vail,Eagle County Regional,39.642551,-106.917,America/Denver,Eagle,Eagle County Regional
US,KEGV,EGV,Eagle River,Eagle River Union,45.9323,-89.268302,America/Chicago, , 
US,KEKN,EKN,Elkins,Elkins-Randolph Co-Jennings Randolph Field,38.8894,-79.857101,America/New_York, , 
US,KEKO,EKO,Elko,Elko Regional,40.824901,-115.791999,America/Los_Angeles, , 
