country,ICAO,IATA,city_en,name_en,latitude,longitude,timezone,city,name
US,KBGR,BGR,Bangor,Bangor,44.807442,-68.828102,America/New_York,Bangor,Bangor
US,KBHB,BHB,Bar Harbor,Hancock County Bar Harbor,44.449699,-68.361504,America/New_York,Bar Harbor,Hancock County-Bar Harbor
US,KBHM,BHM,Birmingham,Birmingham Shuttlesworth,33.563881,-86.752296,America/Chicago,Birmingham,Birmingham-Shuttlesworth
US,KBID,BID,,,41.168098,-71.577796,America/New_York,Block Island,Block Island State
US,KBIF,BIF,,,31.8495,-106.379997,America/Denver,El Paso,Biggs Army Air Field (Fort Bliss)
US,KBIL,BIL,Billings,Billings Logan,45.807659,-108.542,America/Denver,Billings,Billings Logan
US,KBIS,BIS,Bismarck,Bismarck Municipal,46.774479,-100.758209,America/Chicago,Bismarck,Bismarck Municipal
US,KBIX,BIX,,,30.4104,-88.9244,America/Chicago,Biloxi,Keesler Air Force Base
US,KBJC,BJC,,,39.908798,-105.116996,America/Denver,Broomfield-CO,Rocky Mountain Metropolitan
US,KBJI,BJI,Bemidji,Bemidji Regional,47.509998,-94.93,America/Chicago,Bemidji,Bemidji Regional
US,KBKD,BKD,,,32.719001,-98.890998,America/Chicago,Breckenridge,Stephens County
US,KBKF,BFK,,,39.701698,-104.751998,America/Denver,Buckley,Buckley Air Force Base
US,KBKL,BKL,,,41.517501,-81.683296,America/New_York,Cleveland,Burke Lakefront
US,KBKW,BKW,Beckley,Beckley Raleigh County Memorial,37.779999,-81.120003,America/New_York,Beckley,Raleigh County Memorial
US,KBLF,BLF,,,37.295799,-81.207702,America/New_York,Bluefield,Mercer County
US,KBLH,BLH,,,33.619201,-114.717002,America/Los_Angeles,Blythe,Blythe
US,KBLI,BLI,Bellingham,Bellingham,48.79269,-122.537003,America/Los_Angeles,Bellingham,Bellingham
US,KBLM,BLM,Atlantic City,Atlantic City Monmouth Executive,40.186668,-74.124443,,Atlantic City,Atlantic City Monmouth Executive
US,KBLV,BLV,,,38.5452,-89.835197,America/Chicago,Belleville,Scott AFB/Midamerica
US,KBMC,BMC,,,41.552399,-112.061996,America/Denver,Brigham City,Brigham City Regional
US,KBMG,BMG,Bloomington,Bloomington Monroe County,39.139999,-86.610001,America/New_York,Bloomington,Monroe County
US,KBMI,BMI,Bloomington,Bloomington Central Illinois Regional,40.477112,-88.915901,America/Chicago,Bloomington,Central Illinois Regional  at Bloomington-Normal
US,KBMT,BMT,,,30.070699,-94.215797,America/Chicago,Beaumont,Beaumont Municipal
US,KBNA,BNA,Nashville,Nashville,36.12447,-86.678101,America/Chicago,Nashville,Nashville
US,KBNO,BNO,,,43.591899,-118.955001,America/Los_Angeles,Burns,Burns Municipal
US,KBOI,BOI,Boise,Boise,43.564362,-116.222,America/Denver,Boise,Boise Air Terminal/Gowen Field
US,KBOS,BOS,Boston,Logan,42.362968,-71.006401,America/New_York,波士顿,洛根
US,KBOW,BOW,,,27.943399,-81.783401,America/New_York,Bartow,Bartow Municipal
US,KBPT,BPT,Beaumont,Beaumont Jack Brooks Regional,29.95083,-94.020599,America/Chicago,Beaumont,Southeast Texas Regional
US,KBQK,BQK,Brunswick,Brunswick Golden Isles,31.258801,-81.4664,America/New_York,Brunswick,Brunswick Golden Isles
US,KBRD,BRD,Brainerd,Brainerd Lakes Regional,46.397221,-94.137497,America/Chicago,Brainerd,Brainerd Lakes Regional
US,KBRL,BRL,Burlington,Burlington Southeast Iowa Regional,40.78611,-91.123337,America/Chicago,Burlington,Southeast Iowa Regional
US,KBRO,BRO,Brownsville,Brownsville South Padre Island,25.90683,-97.425797,America/Chicago,Brownsville,Brownsville South Padre Island
US,KBTM,BTM,,,45.954799,-112.497001,America/Denver,Butte,Bert Mooney
US,KBTR,BTR,Baton Rouge,Baton Rouge Metropolitan,30.5329,-91.149803,America/Chicago,Baton Rouge,Baton Rouge Metropolitan
US,KBTV,BTV,Burlington,Burlington,44.471859,-73.153198,America/New_York,Burlington,Burlington
US,KBUF,BUF,Buffalo,Buffalo Niagara,42.940521,-78.732101,America/New_York,Buffalo,Buffalo Niagara
US,KBUR,BUR,Burbank,Burbank Bob Hope,34.200661,-118.358002,America/Los_Angeles,Burbank,Bob Hope
US,KBUY,QQY,Burlington,Burlington Alamance Regional,36.048611,-79.474998,,Burlington,Burlington Alamance Regional
US,KBVI,BFP,,,40.772499,-80.391403,America/New_York,Beaver Falls,Beaver County
US,KBVX,BVX,Batesville,Batesville Regional,35.7262,-91.647301,,Batesville,Batesville Regional
US,KBVY,BVY,,,42.584201,-70.916496,America/New_York,Beverly,Beverly Municipal
US,KBWD,BWD,Brownwood,Brownwood Regional,31.794722,-98.956665,,Brownwood,Brownwood Regional
US,KBWG,BWG,,,36.9645,-86.4197,America/Chicago,Bowling Green,Bowling Green Warren County Regional
US,KBWI,BWI,Baltimore,Baltimore Washington,39.175362,-76.668297,America/New_York,Baltimore,Baltimore/WashingtonThurgood Marshall
US,KBXK,BXK,,,33.420398,-112.685997,America/Phoenix,Buckeye,Buckeye Municipal
US,KBYH,BYH,,,35.964298,-89.944,America/Chicago,Blytheville,Arkansas
US,KBYS,BYS,,,35.280498,-116.629997,America/Los_Angeles,Fort Irwin,Bicycle Lake Army Air Field
US,KBZN,BZN,Bozeman,Bozeman Yellowstone,45.777458,-111.152,America/Denver,Bozeman,Gallatin Field
US,KCAE,CAE,Columbia,Columbia Metropolitan,33.938831,-81.119499,America/New_York,哥伦比亚,哥伦比亚 Metropolitan
US,KCAK,CAK,Akron,Akron Canton,40.91608,-81.442101,America/New_York,Akron,Akron Canton Regional
US,KCAR,CAR,,,46.871498,-68.017898,America/New_York,Caribou,Caribou Municipal
US,KCBE,CBE,,,39.615398,-78.760902,America/New_York,Cumberland,Greater Cumberland Regional
US,KCBM,CBM,,,33.643798,-88.443801,America/Chicago,Colombus,Columbus Air Force Base
US,KCCR,CCR,Concord,Concord Buchanull Field,37.988888,-122.055557,America/Los_Angeles,Concord,Buchanull Field
US,KCDC,CDC,,,37.701,-113.098999,America/Denver,Cedar City,Cedar City Regional
US,KCDN,CDN,,,34.283599,-80.564903,America/New_York,Camden,Woodward Field
US,KCDR,CDR,Chadron,Chadron Municipal,42.834999,-103.097778,America/Denver,Chadron,Chadron Municipal
US,KCDS,CDS,,,34.433799,-100.288002,America/Chicago,Childress,Childress Municipal
US,KCDW,CDW,,,40.875198,-74.281402,America/New_York,Caldwell,Essex County
US,KCEC,CEC,,,41.7802,-124.236999,America/Los_Angeles,Crescent City,Jack Mc Namara Field
US,KCEF,CEF,,,42.194,-72.534797,America/New_York,Chicopee Falls,Westover ARB/Metropolitan
US,KCEU,CEU,,,34.671901,-82.886497,America/New_York,Clemson,Oconee County Regional
US,KCEW,CEW,,,30.778799,-86.522102,America/Chicago,Crestview,Bob Sikes
US,KCEZ,CEZ,Cortez,Cortez Municipal,37.302776,-108.62722,America/Denver,Cortez,Cortez Municipal
US,KCFD,CFD,,,30.7157,-96.331398,America/Chicago,Bryan,Coulter Field
US,KCGF,CGF,Cleveland,Cleveland Cuyahoga County,41.565182,-81.488052,America/New_York,Richmond Heights,Cuyahoga County
US,KCGI,CGI,Cape Girardeau,Cape Girardeau Regional,37.225311,-89.570702,America/Chicago,Cape Girardeau,Cape Girardeau Regional
US,KCGX,CGX,,,41.858798,-87.607902,America/Chicago,芝加哥,Chicago Meigs
US,KCGZ,CGZ,,,32.954899,-111.766998,America/Phoenix,Casa Grande,Casa Grande Municipal
US,KCHA,CHA,Chattanooga,Chattanooga Metropolitan,35.035191,-85.203499,America/New_York,Chattanooga,Lovell Field
US,KCHO,CHO,Charlottesville,Charlottesville Albemarle,38.138638,-78.452858,America/New_York,Charlottesville VA,Charlottesville Albemarle
US,KCHS,CHS,Charleston,Charleston,32.898628,-80.040497,America/New_York,Charleston,Charleston Air Force Base-International
US,KCIC,CIC,,,39.795398,-121.858001,America/Los_Angeles,Chico,Chico Municipal
US,KCID,CID,Cedar Rapids,Cedar Rapids Eastern Iowa,41.884682,-91.710701,America/Chicago,Cedar Rapids,The Eastern Iowa
US,KCIU,CIU,Sault Sainte Marie,Sault Sainte Marie Chippewa County,46.25,-84.470001,America/New_York,Sault Ste Marie,Chippewa County
US,KCKB,CKB,Clarksburg,Clarksburg North Central West Virginia,39.295555,-80.229446,America/New_York,Clarksburg,North Central West Virginia
US,KCKC,GRM,,,47.838298,-90.382896,America/Chicago,Grand Marais,Grand Marais Cook County
US,KCKV,CKV,,,36.621898,-87.415,America/Chicago,Clarksville,Clarksville-Montgomery County Regional
US,KCLE,CLE,Cleveland,Cleveland Hopkins,41.410252,-81.853897,America/New_York,Cleveland,Cleveland Hopkins
US,KCLL,CLL,College Station,College Station Easterwood,30.588579,-96.3638,America/Chicago,College Station,Easterwood Field
US,KCLM,CLM,,,48.120201,-123.5,America/Los_Angeles,Port Angeles,William R Fairchild
US,KCLS,CLS,,,46.676998,-122.983001,America/Los_Angeles,Chehalis,Chehalis Centralia
US,KCLT,CLT,Charlotte,Charlotte Douglas,35.214001,-80.9431,America/New_York,夏洛特,Charlotte Douglas
US,KCLW,CLW,,,27.976699,-82.758697,America/New_York,Clearwater,Clearwater Air Park
US,KCMH,CMH,Columbus,Columbus John Glenn,39.997971,-82.8918,America/New_York,Columbus,John Glenn Columbus
US,KCMI,CMI,Champaign,Champaign University of Illinois Willard,40.039665,-88.269051,America/Chicago,Champaign,University of Illinois Willard
US,KCMX,CMX,Hancock,Hancock Houghton County Memorial,47.168411,-88.488998,America/New_York,Hancock,Houghton County Memorial
US,KCNM,CNM,Carlsbad,Carlsbad Cavern City Air Terminal,32.337471,-104.263,America/Denver,Carlsbad,Cavern City Air Terminal
US,KCNW,CNW,,,31.6378,-97.074096,America/Chicago,Waco,TSTC Waco
US,KCNY,CNY,Moab,Moab Canyonlands Field,38.759445,-109.746109,America/Denver,Moab,Canyonlands Field
US,KCOD,COD,Cody,Cody Yellowstone Regional,44.52,-109.019997,America/Denver,Cody,Yellowstone Regional
US,KCOE,COE,,,47.774299,-116.819999,America/Los_Angeles,Coeur d'Alene,Coeur D'Alene - Pappy Boyington Field
US,KCOF,COF,,,28.234899,-80.610099,America/New_York,Coco Beach,Patrick Air Force Base
US,KCON,CON,,,43.202701,-71.502296,America/New_York,Concord NH,Concord Municipal
US,KCOS,COS,Colorado Springs,Colorado Springs,38.805801,-104.699997,America/Denver,Colorado Springs,City of Colorado Springs Municipal
US,KCOT,COT,,,28.456699,-99.220298,America/Chicago,Cotulla,Cotulla-La Salle County
US,KCOU,COU,Columbia,Columbia Regional,38.818089,-92.219597,America/Chicago,哥伦比亚,哥伦比亚 Regional
US,KCPR,CPR,Casper,Casper Natrona County,42.908001,-106.463997,America/Denver,Casper,Casper-Natrona County
US,KCQW,HCW,,,34.712898,-79.957,America/New_York,Cheraw,Cheraw Municipal /Lynch Bellinger Field
US,KCRE,CRE,,,33.811698,-78.723899,America/New_York,North Myrtle Beach,Grand Strand
US,KCRP,CRP,Corpus Christi,Corpus Christi,27.770361,-97.501198,America/Chicago,Corpus Christi,Corpus Christi
US,KCRQ,CLD,San Diego,San Diego McClellan Palomar,33.12825,-117.279999,America/Los_Angeles,Carlsbad,Mc Clellan-Palomar
US,KCRW,CRW,Charleston,Charleston Yeager,38.373138,-81.593102,America/New_York,Charleston,Yeager
US,KCSG,CSG,Columbus,Columbus Metropolitan,32.516331,-84.938797,America/New_York,Columbus,Columbus Metropolitan
US,KCSM,CSM,,,35.339801,-99.2005,America/Chicago,Clinton,Clinton Sherman
US,KCTB,CTB,,,48.608398,-112.375999,America/Denver,Cutbank,Cut Bank
US,KCTY,CTY,,,29.635499,-83.104797,America/New_York,Cross City,Cross City
US,KCUH,CUH,,,35.949901,-96.773101,America/Chicago,Cushing,Cushing Municipal
US,KCVG,CVG,Cincinnati,Cincinnati Northern Kentucky,39.048828,-84.667801,America/New_York,Cincinnati,Cincinnati Northern Kentucky
US,KCVN,CVN,Clovis,Clovis Municipal,34.427223,-103.078888,America/Denver,Clovis,Clovis Municipal
US,KCVO,CVO,,,44.4972,-123.29,America/Los_Angeles,Corvallis,Corvallis Municipal
US,KCVS,CVS,,,34.382801,-103.321998,America/Denver,Clovis,Cannon Air Force Base
US,KCWA,CWA,Wausau,Wausau Central Wisconsin,44.777611,-89.666702,America/Chicago,Wassau,Central Wisconsin
US,KCWI,CWI,,,41.8311,-90.329101,America/Chicago,Clinton,Clinton Municipal
US,KCXL,CXL,,,32.669498,-115.513,America/Los_Angeles,Calexico,Calexico
US,KCXO,CXO,,,30.351801,-95.414497,America/Chicago,Conroe,Conroe-North Houston Regional
US,KCXY,HAR,,,40.217098,-76.851501,America/New_York,Harrisburg,Capital City
US,KCYS,CYS,Cheyenne,Cheyenne Regional,41.155628,-104.809998,America/Denver,Cheyenne,Cheyenne Regional Jerry Olson Field
US,KDAB,DAB,Daytona Beach,,29.185192,-81.060829,America/New_York,Daytona Beach,
US,KDAL,DAL,Dallas,Dallas Love Field,32.847111,-96.8517,America/Chicago,Dallas,Dallas Love Field
US,KDAN,DAN,,,36.572898,-79.336097,America/New_York,Danville,Danville Regional
US,KDAY,DAY,Dayton,Dayton,39.90237,-84.219299,America/New_York,Dayton,James M Cox Dayton
US,KDBN,DBN,,,32.564399,-82.985298,America/New_York,都柏林,W H 'Bud' Barron
US,KDBQ,DBQ,Dubuque,Dubuque Regional,42.400002,-90.699997,America/Chicago,Dubuque IA,Dubuque Regional
US,KDCA,DCA,Washington,Washington Ronald Reagan National,38.852081,-77.037697,America/New_York,华盛顿,Ronald Reagan Washington National
US,KDDC,DDC,Dodge City,Dodge City Regional,37.763119,-99.965401,America/Chicago,Dodge City,Dodge City Regional
US,KDEC,DEC,Decatur,Decatur,39.830002,-88.860001,America/Chicago,Decatur,Decatur
US,KDEN,DEN,Denver,Denver,39.858784,-104.673882,America/Denver,丹佛,Denver
US,KDET,DET,,,42.409198,-83.009902,America/New_York,Detroit,Coleman A. Young Municipal
US,KDFW,DFW,Dallas,Dallas Fort Worth,32.89682,-97.037903,America/Chicago,达拉斯,沃斯堡
US,KDGL,DGL,,,31.342599,-109.505996,America/Phoenix,Douglas,Douglas Municipal
US,KDHN,DHN,Dothan,Dothan Regional,31.321329,-85.4496,America/Chicago,Dothan,Dothan Regional
US,KDHT,DHT,,,36.022598,-102.546997,America/Chicago,Dalhart,Dalhart Municipal
US,KDIK,DIK,Dickinson,Dickinson Theodore Roosevelt Regional,46.797329,-102.801003,America/Denver,Dickinson,Dickinson Theodore Roosevelt Regional
US,KDKK,DKK,,,42.493301,-79.272003,America/New_York,Dunkirk,Chautauqua County-Dunkirk
US,KDLF,DLF,,,29.359501,-100.778002,America/Chicago,Del Rio,DLF
US,KDLH,DLH,Duluth,Duluth,46.842079,-92.193604,America/Chicago,Duluth,Duluth
US,KDLS,DLS,,,45.618499,-121.166999,America/Los_Angeles,The Dalles,哥伦比亚 Gorge Regional the Dalles Municipal
US,KDMA,DMA,,,32.1665,-110.883003,America/Phoenix,Tucson,Davis Monthan Air Force Base
US,KDNL,DNL,,,33.466499,-82.039398,America/New_York,Augusta,Daniel Field
US,KDNN,DNN,,,34.7229,-84.870201,America/New_York,Dalton,Dalton Municipal
US,KDNV,DNV,,,40.199199,-87.595901,America/Chicago,Danville,Vermilion Regional
US,KDOV,DOV,,,39.129501,-75.466003,America/New_York,Dover,Dover Air Force Base
US,KDPA,DPA,Chicago,Chicago DuPage,41.90694,-88.248199,America/Chicago,West Chicago,Dupage
US,KDRI,DRI,,,30.831699,-93.339897,America/Chicago,Deridder,Beauregard Regional
US,KDRM,DRE,,,46.0093,-83.743896,America/New_York,Drummond Island,Drummond Island
US,KDRO,DRO,Durango,Durango La Plata County,37.151508,-107.752998,America/Denver,Durango,Durango La Plata County
US,KDRT,DRT,Del Rio,Del Rio,29.374201,-100.927002,America/Chicago,Del Rio,Del Rio
US,KDSM,DSM,Des Moines,Des Moines,41.53397,-93.663002,America/Chicago,Des Moines,Des Moines
US,KDTA,DTA,,,39.380599,-112.508003,America/Denver,Delta,Delta Municipal
US,KDTN,DTN,,,32.540199,-93.745002,America/Chicago,Shreveport,Shreveport Downtown
US,KDTS,DSI,Destin,Destin Fort Walton Beach,30.399591,-86.470879,America/Chicago,Destin,Destin Executive
US,KDTW,DTW,Detroit,Detroit Metropolitan Wayne County,42.21244,-83.353302,America/New_York,Detroit,Detroit Metropolitan Wayne County
US,KDUC,DUC,,,34.470901,-97.959899,America/Chicago,Duncan,Halliburton Field
US,KDUG,DUG,,,31.468999,-109.603996,America/Phoenix,Douglas,Bisbee Douglas
US,KDUJ,DUJ,DuBois,DuBois Regional,41.169998,-78.889999,America/New_York,Du Bois,DuBois Regional
US,KDVL,DVL,,,48.1142,-98.908798,America/Chicago,Devils Lake,Devils Lake Regional
US,KDVO,NOT,,,38.1436,-122.555999,America/Los_Angeles,Novato,Marin County  - Gnoss Field
US,KDVT,DVT,,,33.688301,-112.083,America/Phoenix,菲尼克斯,Phoenix Deer Valley
US,KDWH,DWH,,,30.0618,-95.552803,America/Chicago,休斯顿,David Wayne Hooks Memorial
US,KDXR,DXR,,,41.371498,-73.4822,America/New_York,Danbury,Danbury Municipal
US,KDYL,DYL,,,40.333,-75.122299,America/New_York,Doylestown,Doylestown
US,KDYS,DYS,,,32.420799,-99.854598,America/Chicago,Abilene,Dyess Air Force Base
US,KEAR,EAR,Kearney,Kearney Regional,40.728333,-98.998886,,Kearney,Kearney Regional
US,KEAT,EAT,Wenatchee,Wenatchee Pangborn Memorial,47.399723,-120.207779,America/Los_Angeles,Wenatchee,Pangborn Memorial
US,KEAU,EAU,Eau Claire,Eau Claire Chippewa Valley Regional,44.860001,-91.480003,America/Chicago,Eau Claire,Chippewa Valley Regional
US,KECG,ECG,,,36.260601,-76.174598,America/New_York,Elizabeth City,Elizabeth City Regional  & Coast Guard Air Station
US,KECP,ECP,Panama City,Panama City,30.35,-85.790001,America/Chicago,Panama City,Northwest Florida Beaches
US,KEDW,EDW,,,34.905399,-117.884003,America/Los_Angeles,Edwards Afb,Edwards Air Force Base
US,KEEN,EEN,,,42.898399,-72.270797,America/New_York,Keene,Dillant Hopkins
US,KEFD,EFD,,,29.607299,-95.158798,America/Chicago,休斯顿,Ellington
US,KEGE,EGE,Eagle,Eagle County Regional,39.642551,-106.917,America/Denver,Vail,Eagle County Regional
US,KEGV,EGV,,,45.9323,-89.268302,America/Chicago,Eagle River,Eagle River Union
US,KEKN,EKN,,,38.8894,-79.857101,America/New_York,Elkins,Elkins-Randolph Co-Jennings Randolph Field
US,KEKO,EKO,,,40.824901,-115.791999,America/Los_Angeles,Elko,Elko Regional
US,KELD,ELD,El Dorado,El Dorado South Arkansas Regional,33.22097,-92.813202,America/Chicago,El Dorado,South Arkansas Regional At Goodwin Field
US,KELM,ELM,Elmira,Elmira Corning Regional,42.16304,-76.895859,America/New_York,Elmira,Elmira Corning Regional
US,KELN,ELN,Ellensburg,Ellensburg Bowers,47.033001,-120.530998,,Ellensburg,Ellensburg Bowers
US,KELO,LYU,,,47.824501,-91.830703,America/Chicago,Ely,Ely Municipal
US,KELP,ELP,El Paso,El Paso,31.807249,-106.376999,America/Denver,El Paso,El Paso
US,KELY,ELY,,,39.299701,-114.842002,America/Los_Angeles,Ely,Ely  Yelland Field
US,KEND,END,,,36.339199,-97.916496,America/Chicago,Enid,Vance Air Force Base
US,KENV,ENV,,,40.7187,-114.030998,America/Denver,Wendover,Wendover
US,KENW,ENW,,,42.595699,-87.927803,America/Chicago,Kenosha,Kenosha Regional
US,KEOK,EOK,,,40.459899,-91.428497,America/Chicago,Keokuk,Keokuk Municipal
US,KERI,ERI,Erie,Erie,42.082001,-80.176201,America/New_York,Erie,ErieTom Ridge Field
US,KERV,ERV,,,29.976699,-99.0857,America/Chicago,Kerrville,Kerrville Municipal Louis Schreiner Field
US,KESC,ESC,Escanaba,Escanaba Delta County,45.72266,-87.093697,America/New_York,Escanaba,Delta County
US,KESF,ESF,,,31.394899,-92.295799,America/Chicago,Alexandria,Esler Regional
US,KESN,ESN,,,38.804199,-76.069,America/New_York,Easton,Easton Newnam Field
US,KEUF,EUF,,,31.951299,-85.128898,America/Chicago,Eufala,Weedon Field
US,KEUG,EUG,Eugene,Eugene,44.12458,-123.210999,America/Los_Angeles,Eugene,Mahlon Sweet Field
US,KEVV,EVV,Evansville,Evansville Regional,38.036991,-87.532303,America/Chicago,Evansville,Evansville Regional
US,KEVW,EVW,,,41.274799,-111.035003,America/Denver,Evanston,Evanston-Uinta County -Burns Field
US,KEWB,EWB,,,41.676101,-70.956901,America/New_York,New Bedford,New Bedford Regional
US,KEWK,EWK,,,38.0582,-97.274497,America/Chicago,Newton,Newton City-County
US,KEWN,EWN,New Bern,New Bern Coastal Carolina Regional,35.072971,-77.0429,America/New_York,New Bern,Coastal Carolina Regional
US,KEWR,EWR,New York,Newark Liberty,40.692501,-74.168602,America/New_York,纽约,纽瓦克自由
US,KEYW,EYW,Key West,Key West,24.55611,-81.759499,America/New_York,Key West,Key West
US,KF70,RBK,,,33.574199,-117.127998,America/Los_Angeles,Murrieta-Temecula,French Valley
US,KFAF,FAF,,,37.132499,-76.608802,America/New_York,Fort Eustis,Felker Army Air Field
US,KFAR,FAR,Fargo,Fargo Hector,46.92065,-96.815697,America/Chicago,Fargo,Hector
US,KFAT,FAT,Fresno,Fresno Yosemite,36.776192,-119.718002,America/Los_Angeles,Fresno,Fresno Yosemite
US,KFAY,FAY,Fayetteville,Fayetteville Regional,34.990002,-78.879997,America/New_York,Fayetteville,Fayetteville Regional Grannis Field
US,KFBG,FBG,,,35.131801,-78.936698,America/New_York,Fredericksburg,Simmons Army Air Field
US,KFBR,FBR,,,41.391899,-110.406997,America/Denver,Fort Bridger,Fort Bridger
US,KFCM,FCM,Minneapolis,Minneapolis Flying Cloud,44.827221,-93.457222,America/Chicago,Eden Prairie,Flying Cloud
US,KFCS,FCS,,,38.678398,-104.757003,America/Denver,Fort Carson,Butts AAF (Fort Carson) Air Field
US,KFDY,FDY,,,41.0135,-83.668701,America/New_York,Findley,Findlay
US,KFFA,FFA,,,36.018199,-75.671302,America/New_York,Kill Devil Hills,First Flight
US,KFFO,FFO,,,39.826099,-84.048301,America/New_York,Dayton,Wright-Patterson Air Force Base
US,KFFT,FFT,,,38.182498,-84.904701,America/New_York,Frankfort,Capital City
US,KFFZ,MSC,,,33.4608,-111.727996,America/Phoenix,Mesa,Falcon Field
US,KFHR,FRD,,,48.521999,-123.024002,America/Los_Angeles,Friday Harbor,Friday Harbor
US,KFHU,FHU,,,31.588499,-110.344001,America/Phoenix,Fort Huachuca,Sierra Vista Municipal Libby Army Air Field
US,KFKL,FKL,,,41.377899,-79.860397,America/New_York,Franklin,Venullgo Regional
US,KFLD,FLD,,,43.771198,-88.488403,America/Chicago,Fond du Lac,Fond du Lac County
US,KFLG,FLG,Flagstaff,Flagstaff Pulliam,35.140308,-111.668999,America/Phoenix,Flagstaff,Flagstaff Pulliam
US,KFLL,FLL,Fort Lauderdale,Fort Lauderdale Hollywood,26.07258,-80.152702,America/New_York,劳德代尔堡,劳德代尔堡 Hollywood
US,KFLO,FLO,Florence,Florence Regional,34.18536,-79.723801,America/New_York,Florence,Florence Regional
US,KFLV,FLV,,,39.368301,-94.914703,America/Chicago,Fort Leavenworth,Sherman Army Air Field
US,KFME,FME,,,39.085399,-76.759399,America/New_York,Fort Meade,Tipton
US,KFMH,FMH,,,41.658401,-70.5214,America/New_York,Falmouth,Cape Cod Coast Guard Air Station
US,KFMN,FMN,Farmington,Farmington Four Corners Regional,36.741249,-108.228996,America/Denver,Farmington,Four Corners Regional
US,KFMY,FMY,,,26.586599,-81.863296,America/New_York,Fort Myers,Page Field
US,KFNL,FNL,,,40.451804,-105.011,America/Denver,Fort Collins,Northern Colorado Regional
US,KFNT,FNT,Flint,Flint Bishop,42.96542,-83.743599,America/New_York,Flint,Bishop
US,KFOD,FOD,Fort Dodge,Fort Dodge Regional,42.551189,-94.191803,America/Chicago,Fort Dodge,Fort Dodge Regional
US,KFOE,FOE,Topeka,Topeka Regional,38.950939,-95.663597,America/Chicago,Topeka,Topeka Regional  - Forbes Field
US,KFOK,FOK,Westhampton Beach,Westhampton Beach Francis S Gabresk,40.843651,-72.631699,America/New_York,West Hampton Beach,Francis S Gabreski
US,KFPR,FPR,Fort Pierce,Fort Pierce St. Lucie County,27.4951,-80.368301,America/New_York,Fort Pierce,St Lucie County
US,KFRG,FRG,Farmingdale,Farmingdale Republic,40.728889,-73.41333,America/New_York,Farmingdale,Republic
US,KFRI,FRI,,,39.055301,-96.764503,America/Chicago,Fort Riley,Marshall Army Air Field
US,KFSD,FSD,Sioux Falls,Sioux Falls Regional,43.582008,-96.741898,America/Chicago,Sioux Falls,Joe Foss Field
US,KFSI,FSI,,,34.649799,-98.402198,America/Chicago,Fort Sill,Henry Post Army Air Field (Fort Sill)
US,KFSM,FSM,Fort Smith,Fort Smith Regional,35.336578,-94.367401,America/Chicago,Fort Smith,Fort Smith Regional
US,KFST,FST,,,30.9157,-102.916,America/Chicago,Fort Stockton,Fort Stockton Pecos County
US,KFTK,FTK,,,37.9071,-85.972099,America/New_York,Fort Knox,Godman Army Air Field
US,KFTW,FTW,Fort Worth,Fort Worth Meacham,32.819771,-97.362396,America/Chicago,Fort Worth,Fort Worth Meacham
US,KFTY,FTY,,,33.779098,-84.5214,America/New_York,亚特兰大,Fulton County  Brown Field
US,KFUL,FUL,,,33.872001,-117.980003,America/Los_Angeles,Fullerton,Fullerton Municipal
US,KFVE,WFK,,,47.285499,-68.312797,America/New_York,Frenchville,Northern Aroostook Regional
US,KFWA,FWA,Fort Wayne,Fort Wayne,40.97847,-85.195099,America/New_York,Fort Wayne,Fort Wayne
US,KFXE,FXE,Fort Lauderdale,Fort Lauderdale Executive,26.197269,-80.1707,America/New_York,劳德代尔堡,劳德代尔堡 Executive
US,KFYV,FYV,,,36.0051,-94.170097,America/Chicago,Fayetteville,Drake Field
US,KGAD,GAD,,,33.972599,-86.088996,America/Chicago,Gadsden,Northeast Alabama Regional
US,KGAI,GAI,,,39.1683,-77.166,America/New_York,Gaithersburg,Montgomery County Airpark
US,KGBD,GBD,,,38.344299,-98.859199,America/Chicago,Great Bend,Great Bend Municipal
US,KGCC,GCC,Gillette,Gillette Campbell County,44.346355,-105.532684,America/Denver,Gillette,Gillette Campbell County
US,KGCK,GCK,Garden City,Garden City Regional,37.927521,-100.723999,America/Chicago,Garden City,Garden City Regional
US,KGCN,GCN,,,35.9524,-112.147003,America/Phoenix,Grand Canyon,Grand Canyon National Park
US,KGDV,GDV,,,47.138698,-104.806999,America/Denver,Glendive,Dawson Community
US,KGDW,GDW,,,43.9706,-84.474998,America/New_York,Gladwin,Gladwin Zettel Memorial
US,KGED,GED,Georgetown,Georgetown Delaware Coastal,38.688332,-75.357498,America/New_York,Georgetown,Sussex County
US,KGEG,GEG,Spokane,Spokane,47.619862,-117.532997,America/Los_Angeles,Spokane,Spokane
US,KGFK,GFK,Grand Forks,Grand Forks,47.949249,-97.176102,America/Chicago,Grand Forks,Grand Forks
US,KGFL,GFL,,,43.341201,-73.610298,America/New_York,Queensbury,Floyd Bennett Memorial
US,KGGE,GGE,,,33.311698,-79.319602,America/New_York,Georgetown,Georgetown County
US,KGGG,GGG,Longview,Longview East Texas Regional,32.38401,-94.711403,America/Chicago,Longview,East Texas Regional
US,KGGW,GGW,,,48.212502,-106.614998,America/Denver,Glasgow,Wokal Field Glasgow
US,KGIF,GIF,,,28.0629,-81.753303,America/New_York,Winter Haven,Winter Haven Municipal  - Gilbert Field
